Column1;Content ID;ReactionType;Categorie;Contentype;Sentiment ;Score;Catégory Unique; Total Score ;Datetime;
4903;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;25/03/2021;
4904;27ec2b21-a749-4181-b182-150a174fc277;heart;animals;GIF;positive;60;;0;06/11/2020;
4905;27ec2b21-a749-4181-b182-150a174fc277;want;animals;GIF;positive;70;;0;01/03/2021;
4906;27ec2b21-a749-4181-b182-150a174fc277;intrigued;animals;GIF;positive;45;;0;22/02/2021;
4907;27ec2b21-a749-4181-b182-150a174fc277;peeking;animals;GIF;neutral;35;;0;20/11/2020;
4908;27ec2b21-a749-4181-b182-150a174fc277;scared;animals;GIF;negative;15;;0;10/06/2021;
4909;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;06/10/2020;
4910;27ec2b21-a749-4181-b182-150a174fc277;cherish;animals;GIF;positive;70;;0;11/11/2020;
4911;27ec2b21-a749-4181-b182-150a174fc277;hate;animals;GIF;negative;5;;0;26/10/2020;
4912;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;11/03/2021;
4913;27ec2b21-a749-4181-b182-150a174fc277;super love;animals;GIF;positive;75;;0;09/04/2021;
4914;27ec2b21-a749-4181-b182-150a174fc277;indifferent;animals;GIF;neutral;20;;0;27/03/2021;
4915;27ec2b21-a749-4181-b182-150a174fc277;worried;animals;GIF;negative;12;;0;07/04/2021;
4916;27ec2b21-a749-4181-b182-150a174fc277;heart;animals;GIF;positive;60;;0;14/06/2021;
4917;27ec2b21-a749-4181-b182-150a174fc277;interested;animals;GIF;positive;30;;0;02/04/2021;
4918;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;18/05/2021;
4919;27ec2b21-a749-4181-b182-150a174fc277;adore;animals;GIF;positive;72;;0;27/11/2020;
4920;27ec2b21-a749-4181-b182-150a174fc277;peeking;animals;GIF;neutral;35;;0;01/05/2021;
4921;27ec2b21-a749-4181-b182-150a174fc277;dislike;animals;GIF;negative;10;;0;02/05/2021;
4922;27ec2b21-a749-4181-b182-150a174fc277;love;animals;GIF;positive;65;;0;02/04/2021;
4923;27ec2b21-a749-4181-b182-150a174fc277;intrigued;animals;GIF;positive;45;;0;31/01/2021;
4924;27ec2b21-a749-4181-b182-150a174fc277;intrigued;animals;GIF;positive;45;;0;16/02/2021;
4925;27ec2b21-a749-4181-b182-150a174fc277;interested;animals;GIF;positive;30;;0;01/04/2021;
4926;27ec2b21-a749-4181-b182-150a174fc277;worried;animals;GIF;negative;12;;0;28/12/2020;
4927;27ec2b21-a749-4181-b182-150a174fc277;want;animals;GIF;positive;70;;0;20/10/2020;
4928;27ec2b21-a749-4181-b182-150a174fc277;heart;animals;GIF;positive;60;;0;09/11/2020;
4929;27ec2b21-a749-4181-b182-150a174fc277;super love;animals;GIF;positive;75;;0;11/11/2020;
4930;27ec2b21-a749-4181-b182-150a174fc277;interested;animals;GIF;positive;30;;0;06/11/2020;
4931;27ec2b21-a749-4181-b182-150a174fc277;disgust;animals;GIF;negative;0;;0;29/09/2020;
4932;27ec2b21-a749-4181-b182-150a174fc277;adore;animals;GIF;positive;72;;0;29/12/2020;
4933;27ec2b21-a749-4181-b182-150a174fc277;cherish;animals;GIF;positive;70;;0;27/10/2020;
4934;27ec2b21-a749-4181-b182-150a174fc277;heart;animals;GIF;positive;60;;0;26/04/2021;
4935;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;22/06/2020;
4936;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;21/05/2021;
4937;27ec2b21-a749-4181-b182-150a174fc277;like;animals;GIF;positive;50;;0;17/08/2020;
4938;27ec2b21-a749-4181-b182-150a174fc277;super love;animals;GIF;positive;75;;0;02/12/2020;
4939;27ec2b21-a749-4181-b182-150a174fc277;disgust;animals;GIF;negative;0;;0;01/03/2021;
4940;27ec2b21-a749-4181-b182-150a174fc277;want;animals;GIF;positive;70;;0;09/11/2020;
4941;27ec2b21-a749-4181-b182-150a174fc277;want;animals;GIF;positive;70;;0;01/05/2021;
4943;8bcb980c-6f36-484d-974f-30b3e8fcc251;intrigued;travel;photo;positive;45;;0;12/05/2021;
4944;8bcb980c-6f36-484d-974f-30b3e8fcc251;disgust;travel;photo;negative;0;;0;10/06/2021;
4945;8bcb980c-6f36-484d-974f-30b3e8fcc251;indifferent;travel;photo;neutral;20;;0;12/03/2021;
4946;8bcb980c-6f36-484d-974f-30b3e8fcc251;like;travel;photo;positive;50;;0;02/05/2021;
4947;8bcb980c-6f36-484d-974f-30b3e8fcc251;intrigued;travel;photo;positive;45;;0;28/05/2021;
4948;8bcb980c-6f36-484d-974f-30b3e8fcc251;heart;travel;photo;positive;60;;0;11/01/2021;
4949;8bcb980c-6f36-484d-974f-30b3e8fcc251;hate;travel;photo;negative;5;;0;09/08/2020;
4950;8bcb980c-6f36-484d-974f-30b3e8fcc251;like;travel;photo;positive;50;;0;27/04/2021;
4951;8bcb980c-6f36-484d-974f-30b3e8fcc251;like;travel;photo;positive;50;;0;05/08/2020;
4952;8bcb980c-6f36-484d-974f-30b3e8fcc251;intrigued;travel;photo;positive;45;;0;21/07/2020;
4953;8bcb980c-6f36-484d-974f-30b3e8fcc251;interested;travel;photo;positive;30;;0;03/08/2020;
4954;8bcb980c-6f36-484d-974f-30b3e8fcc251;hate;travel;photo;negative;5;;0;24/02/2021;
4955;8bcb980c-6f36-484d-974f-30b3e8fcc251;love;travel;photo;positive;65;;0;29/05/2021;
4956;8bcb980c-6f36-484d-974f-30b3e8fcc251;disgust;travel;photo;negative;0;;0;03/03/2021;
4957;8bcb980c-6f36-484d-974f-30b3e8fcc251;like;travel;photo;positive;50;;0;09/07/2020;
4958;8bcb980c-6f36-484d-974f-30b3e8fcc251;cherish;travel;photo;positive;70;;0;22/09/2020;
4959;8bcb980c-6f36-484d-974f-30b3e8fcc251;interested;travel;photo;positive;30;;0;23/02/2021;
4960;8bcb980c-6f36-484d-974f-30b3e8fcc251;adore;travel;photo;positive;72;;0;10/03/2021;
4961;8bcb980c-6f36-484d-974f-30b3e8fcc251;intrigued;travel;photo;positive;45;;0;29/09/2020;
4963;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;cherish;food;video;positive;70;;0;08/12/2020;
4964;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;want;food;video;positive;70;;0;02/09/2020;
4965;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;intrigued;food;video;positive;45;;0;30/10/2020;
4966;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;10/06/2021;
4967;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;cherish;food;video;positive;70;;0;15/10/2020;
4968;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;dislike;food;video;negative;10;;0;27/02/2021;
4969;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;worried;food;video;negative;12;;0;11/07/2020;
4970;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;worried;food;video;negative;12;;0;14/07/2020;
4971;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;indifferent;food;video;neutral;20;;0;06/02/2021;
4972;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;hate;food;video;negative;5;;0;09/12/2020;
4973;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;disgust;food;video;negative;0;;0;21/10/2020;
4974;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;want;food;video;positive;70;;0;06/04/2021;
4975;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;31/05/2021;
4976;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;peeking;food;video;neutral;35;;0;02/11/2020;
4977;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;cherish;food;video;positive;70;;0;09/08/2020;
4978;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;hate;food;video;negative;5;;0;01/01/2021;
4979;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;03/03/2021;
4980;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;indifferent;food;video;neutral;20;;0;30/06/2020;
4981;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;18/08/2020;
4982;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;intrigued;food;video;positive;45;;0;02/07/2020;
4983;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;super love;food;video;positive;75;;0;06/04/2021;
4984;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;15/04/2021;
4985;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;intrigued;food;video;positive;45;;0;17/07/2020;
4986;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;adore;food;video;positive;72;;0;28/05/2021;
4987;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;like;food;video;positive;50;;0;24/10/2020;
4988;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;peeking;food;video;neutral;35;;0;16/04/2021;
4989;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;heart;food;video;positive;60;;0;02/05/2021;
4990;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;super love;food;video;positive;75;;0;27/12/2020;
4991;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;indifferent;food;video;neutral;20;;0;03/10/2020;
4992;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;want;food;video;positive;70;;0;12/09/2020;
4993;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;indifferent;food;video;neutral;20;;0;24/04/2021;
4994;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;indifferent;food;video;neutral;20;;0;22/08/2020;
4995;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;want;food;video;positive;70;;0;26/11/2020;
4996;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;interested;food;video;positive;30;;0;02/06/2021;
4997;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;want;food;video;positive;70;;0;16/01/2021;
4998;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;love;food;video;positive;65;;0;11/10/2020;
4999;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;super love;food;video;positive;75;;0;26/02/2021;
5000;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;super love;food;video;positive;75;;0;26/10/2020;
5001;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;like;food;video;positive;50;;0;14/02/2021;
5002;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;like;food;video;positive;50;;0;16/10/2020;
5003;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;adore;food;video;positive;72;;0;14/02/2021;
5004;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;hate;food;video;negative;5;;0;18/12/2020;
5005;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;heart;food;video;positive;60;;0;26/07/2020;
5006;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;scared;food;video;negative;15;;0;18/04/2021;
5007;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;scared;food;video;negative;15;;0;06/06/2021;
5008;bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b;heart;food;video;positive;60;;0;20/03/2021;
5010;1f466010-5c87-4b81-be83-5856481231fb;heart;soccer;GIF;positive;60;;0;18/02/2021;
5011;1f466010-5c87-4b81-be83-5856481231fb;peeking;soccer;GIF;neutral;35;;0;13/05/2021;
5012;1f466010-5c87-4b81-be83-5856481231fb;want;soccer;GIF;positive;70;;0;29/11/2020;
5013;1f466010-5c87-4b81-be83-5856481231fb;intrigued;soccer;GIF;positive;45;;0;08/04/2021;
5014;1f466010-5c87-4b81-be83-5856481231fb;love;soccer;GIF;positive;65;;0;13/06/2021;
5015;1f466010-5c87-4b81-be83-5856481231fb;disgust;soccer;GIF;negative;0;;0;17/04/2021;
5016;1f466010-5c87-4b81-be83-5856481231fb;heart;soccer;GIF;positive;60;;0;07/01/2021;
5017;1f466010-5c87-4b81-be83-5856481231fb;worried;soccer;GIF;negative;12;;0;15/10/2020;
5018;1f466010-5c87-4b81-be83-5856481231fb;hate;soccer;GIF;negative;5;;0;13/10/2020;
5019;1f466010-5c87-4b81-be83-5856481231fb;want;soccer;GIF;positive;70;;0;03/03/2021;
5020;1f466010-5c87-4b81-be83-5856481231fb;peeking;soccer;GIF;neutral;35;;0;18/06/2020;
5021;1f466010-5c87-4b81-be83-5856481231fb;want;soccer;GIF;positive;70;;0;31/08/2020;
5022;1f466010-5c87-4b81-be83-5856481231fb;heart;soccer;GIF;positive;60;;0;14/09/2020;
5023;1f466010-5c87-4b81-be83-5856481231fb;peeking;soccer;GIF;neutral;35;;0;04/04/2021;
5024;1f466010-5c87-4b81-be83-5856481231fb;dislike;soccer;GIF;negative;10;;0;10/12/2020;
5025;1f466010-5c87-4b81-be83-5856481231fb;hate;soccer;GIF;negative;5;;0;02/03/2021;
5026;1f466010-5c87-4b81-be83-5856481231fb;disgust;soccer;GIF;negative;0;;0;18/11/2020;
5027;1f466010-5c87-4b81-be83-5856481231fb;want;soccer;GIF;positive;70;;0;15/02/2021;
5028;1f466010-5c87-4b81-be83-5856481231fb;cherish;soccer;GIF;positive;70;;0;13/01/2021;
5029;1f466010-5c87-4b81-be83-5856481231fb;super love;soccer;GIF;positive;75;;0;07/03/2021;
5030;1f466010-5c87-4b81-be83-5856481231fb;hate;soccer;GIF;negative;5;;0;02/11/2020;
5031;1f466010-5c87-4b81-be83-5856481231fb;worried;soccer;GIF;negative;12;;0;01/02/2021;
5032;1f466010-5c87-4b81-be83-5856481231fb;scared;soccer;GIF;negative;15;;0;07/03/2021;
5033;1f466010-5c87-4b81-be83-5856481231fb;want;soccer;GIF;positive;70;;0;28/06/2020;
5034;1f466010-5c87-4b81-be83-5856481231fb;super love;soccer;GIF;positive;75;;0;04/05/2021;
5035;1f466010-5c87-4b81-be83-5856481231fb;worried;soccer;GIF;negative;12;;0;17/09/2020;
5036;1f466010-5c87-4b81-be83-5856481231fb;disgust;soccer;GIF;negative;0;;0;19/12/2020;
5037;1f466010-5c87-4b81-be83-5856481231fb;indifferent;soccer;GIF;neutral;20;;0;20/11/2020;
5038;1f466010-5c87-4b81-be83-5856481231fb;heart;soccer;GIF;positive;60;;0;05/01/2021;
5039;1f466010-5c87-4b81-be83-5856481231fb;interested;soccer;GIF;positive;30;;0;31/05/2021;
5040;1f466010-5c87-4b81-be83-5856481231fb;adore;soccer;GIF;positive;72;;0;15/01/2021;
5041;1f466010-5c87-4b81-be83-5856481231fb;cherish;soccer;GIF;positive;70;;0;08/02/2021;
5042;1f466010-5c87-4b81-be83-5856481231fb;indifferent;soccer;GIF;neutral;20;;0;16/04/2021;
5043;1f466010-5c87-4b81-be83-5856481231fb;love;soccer;GIF;positive;65;;0;28/10/2020;
5044;1f466010-5c87-4b81-be83-5856481231fb;heart;soccer;GIF;positive;60;;0;29/11/2020;
5045;1f466010-5c87-4b81-be83-5856481231fb;hate;soccer;GIF;negative;5;;0;12/07/2020;
5046;1f466010-5c87-4b81-be83-5856481231fb;indifferent;soccer;GIF;neutral;20;;0;28/04/2021;
5047;1f466010-5c87-4b81-be83-5856481231fb;super love;soccer;GIF;positive;75;;0;26/10/2020;
5048;1f466010-5c87-4b81-be83-5856481231fb;hate;soccer;GIF;negative;5;;0;27/10/2020;
5049;1f466010-5c87-4b81-be83-5856481231fb;dislike;soccer;GIF;negative;10;;0;12/08/2020;
5051;496645a7-64f7-4c56-94f5-a71671cb262e;heart;dogs;GIF;positive;60;;0;02/02/2021;
5052;496645a7-64f7-4c56-94f5-a71671cb262e;worried;dogs;GIF;negative;12;;0;26/04/2021;
5053;496645a7-64f7-4c56-94f5-a71671cb262e;indifferent;dogs;GIF;neutral;20;;0;21/05/2021;
5054;496645a7-64f7-4c56-94f5-a71671cb262e;heart;dogs;GIF;positive;60;;0;26/07/2020;
5055;496645a7-64f7-4c56-94f5-a71671cb262e;like;dogs;GIF;positive;50;;0;03/01/2021;
5056;496645a7-64f7-4c56-94f5-a71671cb262e;like;dogs;GIF;positive;50;;0;30/10/2020;
5057;496645a7-64f7-4c56-94f5-a71671cb262e;want;dogs;GIF;positive;70;;0;06/10/2020;
5058;496645a7-64f7-4c56-94f5-a71671cb262e;heart;dogs;GIF;positive;60;;0;28/02/2021;
5059;496645a7-64f7-4c56-94f5-a71671cb262e;super love;dogs;GIF;positive;75;;0;07/11/2020;
5060;496645a7-64f7-4c56-94f5-a71671cb262e;adore;dogs;GIF;positive;72;;0;26/07/2020;
5061;496645a7-64f7-4c56-94f5-a71671cb262e;super love;dogs;GIF;positive;75;;0;20/07/2020;
5062;496645a7-64f7-4c56-94f5-a71671cb262e;hate;dogs;GIF;negative;5;;0;04/01/2021;
5063;496645a7-64f7-4c56-94f5-a71671cb262e;scared;dogs;GIF;negative;15;;0;08/09/2020;
5064;496645a7-64f7-4c56-94f5-a71671cb262e;worried;dogs;GIF;negative;12;;0;23/09/2020;
5065;496645a7-64f7-4c56-94f5-a71671cb262e;scared;dogs;GIF;negative;15;;0;08/11/2020;
5066;496645a7-64f7-4c56-94f5-a71671cb262e;dislike;dogs;GIF;negative;10;;0;10/07/2020;
5067;496645a7-64f7-4c56-94f5-a71671cb262e;hate;dogs;GIF;negative;5;;0;17/07/2020;
5068;496645a7-64f7-4c56-94f5-a71671cb262e;indifferent;dogs;GIF;neutral;20;;0;27/07/2020;
5069;496645a7-64f7-4c56-94f5-a71671cb262e;peeking;dogs;GIF;neutral;35;;0;12/11/2020;
5070;496645a7-64f7-4c56-94f5-a71671cb262e;super love;dogs;GIF;positive;75;;0;09/02/2021;
5071;496645a7-64f7-4c56-94f5-a71671cb262e;cherish;dogs;GIF;positive;70;;0;19/08/2020;
5072;496645a7-64f7-4c56-94f5-a71671cb262e;love;dogs;GIF;positive;65;;0;13/10/2020;
5073;496645a7-64f7-4c56-94f5-a71671cb262e;peeking;dogs;GIF;neutral;35;;0;15/05/2021;
5074;496645a7-64f7-4c56-94f5-a71671cb262e;worried;dogs;GIF;negative;12;;0;03/09/2020;
5075;496645a7-64f7-4c56-94f5-a71671cb262e;hate;dogs;GIF;negative;5;;0;09/08/2020;
5076;496645a7-64f7-4c56-94f5-a71671cb262e;peeking;dogs;GIF;neutral;35;;0;24/11/2020;
5077;496645a7-64f7-4c56-94f5-a71671cb262e;like;dogs;GIF;positive;50;;0;21/11/2020;
5078;496645a7-64f7-4c56-94f5-a71671cb262e;intrigued;dogs;GIF;positive;45;;0;18/01/2021;
5079;496645a7-64f7-4c56-94f5-a71671cb262e;adore;dogs;GIF;positive;72;;0;09/02/2021;
5080;496645a7-64f7-4c56-94f5-a71671cb262e;like;dogs;GIF;positive;50;;0;10/07/2020;
5081;496645a7-64f7-4c56-94f5-a71671cb262e;want;dogs;GIF;positive;70;;0;29/07/2020;
5082;496645a7-64f7-4c56-94f5-a71671cb262e;super love;dogs;GIF;positive;75;;0;10/02/2021;
5083;496645a7-64f7-4c56-94f5-a71671cb262e;hate;dogs;GIF;negative;5;;0;08/04/2021;
5084;496645a7-64f7-4c56-94f5-a71671cb262e;cherish;dogs;GIF;positive;70;;0;27/11/2020;
5085;496645a7-64f7-4c56-94f5-a71671cb262e;intrigued;dogs;GIF;positive;45;;0;19/08/2020;
5086;496645a7-64f7-4c56-94f5-a71671cb262e;interested;dogs;GIF;positive;30;;0;27/12/2020;
5087;496645a7-64f7-4c56-94f5-a71671cb262e;dislike;dogs;GIF;negative;10;;0;21/06/2020;
5088;496645a7-64f7-4c56-94f5-a71671cb262e;peeking;dogs;GIF;neutral;35;;0;21/03/2021;
5089;496645a7-64f7-4c56-94f5-a71671cb262e;indifferent;dogs;GIF;neutral;20;;0;28/07/2020;
5090;496645a7-64f7-4c56-94f5-a71671cb262e;want;dogs;GIF;positive;70;;0;01/05/2021;
5091;496645a7-64f7-4c56-94f5-a71671cb262e;want;dogs;GIF;positive;70;;0;03/02/2021;
5092;496645a7-64f7-4c56-94f5-a71671cb262e;like;dogs;GIF;positive;50;;0;14/11/2020;
5093;496645a7-64f7-4c56-94f5-a71671cb262e;love;dogs;GIF;positive;65;;0;27/10/2020;
5094;496645a7-64f7-4c56-94f5-a71671cb262e;disgust;dogs;GIF;negative;0;;0;16/01/2021;
5095;496645a7-64f7-4c56-94f5-a71671cb262e;adore;dogs;GIF;positive;72;;0;19/09/2020;
5096;496645a7-64f7-4c56-94f5-a71671cb262e;indifferent;dogs;GIF;neutral;20;;0;16/02/2021;
5097;496645a7-64f7-4c56-94f5-a71671cb262e;adore;dogs;GIF;positive;72;;0;24/05/2021;
5098;496645a7-64f7-4c56-94f5-a71671cb262e;hate;dogs;GIF;negative;5;;0;16/03/2021;
5100;d6d4ec49-4210-44de-9f90-c93dfbeed084;peeking;tennis;video;neutral;35;;0;04/08/2020;
5101;d6d4ec49-4210-44de-9f90-c93dfbeed084;adore;tennis;video;positive;72;;0;12/01/2021;
5102;d6d4ec49-4210-44de-9f90-c93dfbeed084;scared;tennis;video;negative;15;;0;31/01/2021;
5103;d6d4ec49-4210-44de-9f90-c93dfbeed084;dislike;tennis;video;negative;10;;0;22/06/2020;
5104;d6d4ec49-4210-44de-9f90-c93dfbeed084;hate;tennis;video;negative;5;;0;19/01/2021;
5105;d6d4ec49-4210-44de-9f90-c93dfbeed084;love;tennis;video;positive;65;;0;15/08/2020;
5106;d6d4ec49-4210-44de-9f90-c93dfbeed084;love;tennis;video;positive;65;;0;06/10/2020;
5107;d6d4ec49-4210-44de-9f90-c93dfbeed084;interested;tennis;video;positive;30;;0;06/12/2020;
5108;d6d4ec49-4210-44de-9f90-c93dfbeed084;adore;tennis;video;positive;72;;0;05/09/2020;
5109;d6d4ec49-4210-44de-9f90-c93dfbeed084;interested;tennis;video;positive;30;;0;31/10/2020;
5110;d6d4ec49-4210-44de-9f90-c93dfbeed084;hate;tennis;video;negative;5;;0;09/03/2021;
5111;d6d4ec49-4210-44de-9f90-c93dfbeed084;worried;tennis;video;negative;12;;0;10/09/2020;
5112;d6d4ec49-4210-44de-9f90-c93dfbeed084;like;tennis;video;positive;50;;0;05/12/2020;
5113;d6d4ec49-4210-44de-9f90-c93dfbeed084;want;tennis;video;positive;70;;0;01/05/2021;
5114;d6d4ec49-4210-44de-9f90-c93dfbeed084;love;tennis;video;positive;65;;0;09/03/2021;
5115;d6d4ec49-4210-44de-9f90-c93dfbeed084;adore;tennis;video;positive;72;;0;07/02/2021;
5116;d6d4ec49-4210-44de-9f90-c93dfbeed084;super love;tennis;video;positive;75;;0;21/03/2021;
5117;d6d4ec49-4210-44de-9f90-c93dfbeed084;love;tennis;video;positive;65;;0;11/07/2020;
5118;d6d4ec49-4210-44de-9f90-c93dfbeed084;indifferent;tennis;video;neutral;20;;0;28/12/2020;
5119;d6d4ec49-4210-44de-9f90-c93dfbeed084;intrigued;tennis;video;positive;45;;0;26/01/2021;
5120;d6d4ec49-4210-44de-9f90-c93dfbeed084;adore;tennis;video;positive;72;;0;13/05/2021;
5121;d6d4ec49-4210-44de-9f90-c93dfbeed084;dislike;tennis;video;negative;10;;0;15/02/2021;
5122;d6d4ec49-4210-44de-9f90-c93dfbeed084;peeking;tennis;video;neutral;35;;0;20/03/2021;
5123;d6d4ec49-4210-44de-9f90-c93dfbeed084;indifferent;tennis;video;neutral;20;;0;21/01/2021;
5124;d6d4ec49-4210-44de-9f90-c93dfbeed084;scared;tennis;video;negative;15;;0;11/01/2021;
5125;d6d4ec49-4210-44de-9f90-c93dfbeed084;heart;tennis;video;positive;60;;0;09/09/2020;
5126;d6d4ec49-4210-44de-9f90-c93dfbeed084;scared;tennis;video;negative;15;;0;11/04/2021;
5127;d6d4ec49-4210-44de-9f90-c93dfbeed084;heart;tennis;video;positive;60;;0;26/02/2021;
5128;d6d4ec49-4210-44de-9f90-c93dfbeed084;hate;tennis;video;negative;5;;0;27/12/2020;
5129;d6d4ec49-4210-44de-9f90-c93dfbeed084;disgust;tennis;video;negative;0;;0;23/10/2020;
5130;d6d4ec49-4210-44de-9f90-c93dfbeed084;love;tennis;video;positive;65;;0;18/05/2021;
5132;229d5bad-c1e4-439c-8978-0efdcdfea4d1;peeking;food;audio;neutral;35;;0;06/08/2020;
5133;229d5bad-c1e4-439c-8978-0efdcdfea4d1;super love;food;audio;positive;75;;0;04/03/2021;
5134;229d5bad-c1e4-439c-8978-0efdcdfea4d1;adore;food;audio;positive;72;;0;13/02/2021;
5135;229d5bad-c1e4-439c-8978-0efdcdfea4d1;disgust;food;audio;negative;0;;0;20/03/2021;
5136;229d5bad-c1e4-439c-8978-0efdcdfea4d1;cherish;food;audio;positive;70;;0;14/04/2021;
5137;229d5bad-c1e4-439c-8978-0efdcdfea4d1;indifferent;food;audio;neutral;20;;0;29/05/2021;
5138;229d5bad-c1e4-439c-8978-0efdcdfea4d1;cherish;food;audio;positive;70;;0;14/03/2021;
5139;229d5bad-c1e4-439c-8978-0efdcdfea4d1;interested;food;audio;positive;30;;0;09/06/2021;
5140;229d5bad-c1e4-439c-8978-0efdcdfea4d1;heart;food;audio;positive;60;;0;28/06/2020;
5141;229d5bad-c1e4-439c-8978-0efdcdfea4d1;worried;food;audio;negative;12;;0;12/06/2021;
5142;229d5bad-c1e4-439c-8978-0efdcdfea4d1;interested;food;audio;positive;30;;0;30/01/2021;
5143;229d5bad-c1e4-439c-8978-0efdcdfea4d1;want;food;audio;positive;70;;0;23/06/2020;
5144;229d5bad-c1e4-439c-8978-0efdcdfea4d1;disgust;food;audio;negative;0;;0;27/09/2020;
5145;229d5bad-c1e4-439c-8978-0efdcdfea4d1;dislike;food;audio;negative;10;;0;22/12/2020;
5146;229d5bad-c1e4-439c-8978-0efdcdfea4d1;hate;food;audio;negative;5;;0;27/01/2021;
5147;229d5bad-c1e4-439c-8978-0efdcdfea4d1;cherish;food;audio;positive;70;;0;14/12/2020;
5148;229d5bad-c1e4-439c-8978-0efdcdfea4d1;super love;food;audio;positive;75;;0;08/07/2020;
5149;229d5bad-c1e4-439c-8978-0efdcdfea4d1;worried;food;audio;negative;12;;0;22/02/2021;
5150;229d5bad-c1e4-439c-8978-0efdcdfea4d1;peeking;food;audio;neutral;35;;0;07/09/2020;
5151;229d5bad-c1e4-439c-8978-0efdcdfea4d1;scared;food;audio;negative;15;;0;27/11/2020;
5152;229d5bad-c1e4-439c-8978-0efdcdfea4d1;worried;food;audio;negative;12;;0;09/10/2020;
5153;229d5bad-c1e4-439c-8978-0efdcdfea4d1;heart;food;audio;positive;60;;0;30/10/2020;
5154;229d5bad-c1e4-439c-8978-0efdcdfea4d1;love;food;audio;positive;65;;0;24/03/2021;
5155;229d5bad-c1e4-439c-8978-0efdcdfea4d1;cherish;food;audio;positive;70;;0;20/01/2021;
5156;229d5bad-c1e4-439c-8978-0efdcdfea4d1;disgust;food;audio;negative;0;;0;20/06/2020;
5157;229d5bad-c1e4-439c-8978-0efdcdfea4d1;super love;food;audio;positive;75;;0;18/06/2020;
5158;229d5bad-c1e4-439c-8978-0efdcdfea4d1;scared;food;audio;negative;15;;0;08/01/2021;
5159;229d5bad-c1e4-439c-8978-0efdcdfea4d1;dislike;food;audio;negative;10;;0;20/11/2020;
5160;229d5bad-c1e4-439c-8978-0efdcdfea4d1;heart;food;audio;positive;60;;0;11/08/2020;
5161;229d5bad-c1e4-439c-8978-0efdcdfea4d1;adore;food;audio;positive;72;;0;15/06/2021;
